token_type,token_address,receiver,amount,id
erc20,0xe29797910d413281d2821d5d9a989262c8121cc2,0xddAAb647Bd7a3CFc77b3aB9592dc03929fCf29B9,0.235109164011533085,
erc20,0xe29797910d413281d2821d5d9a989262c8121cc2,0xb7bCEbD47E00cED9Caf7430A16EBFAc8Ec074380,0.000000000000038872,
erc20,0xe29797910d413281d2821d5d9a989262c8121cc2,0xC835bd6D29642E687a9ac024788ff94419aA57c9,916.411861352346284725,
erc20,0xe29797910d413281d2821d5d9a989262c8121cc2,0x6321286F9B73f427C72e1f9F1bC6b3d25eF06605,28.310214656848529850,
erc20,0xe29797910d413281d2821d5d9a989262c8121cc2,0x33B954d02d03d56fE90D87c86eb464adE41564Ca,38862.018318238947999744,
erc20,0xe29797910d413281d2821d5d9a989262c8121cc2,0x08cA7278A60907ddfAE6f663f4cd3445fED9cB66,34058.936746883040673792,
erc20,0xe29797910d413281d2821d5d9a989262c8121cc2,0x79B58d333e77c01256A2D14f63E18f398068Cbcb,0.553146200897287808,
erc20,0xe29797910d413281d2821d5d9a989262c8121cc2,0x5367a6d4F5991327Bb20466684790e394bE000dE,0.035131508494624284,
erc20,0xe29797910d413281d2821d5d9a989262c8121cc2,0x3D78d7dE894323fbBA341D7f31a19a555C43e3bF,5499.852354385342979072,
erc20,0xe29797910d413281d2821d5d9a989262c8121cc2,0x3B920A66f1d0Bd10f8845Fb24cca06044B6113bD,633.647117610070048768,
