0xddAAb647Bd7a3CFc77b3aB9592dc03929fCf29B9,11373064
0xb7bCEbD47E00cED9Caf7430A16EBFAc8Ec074380,1444303432073542959104
0xC835bd6D29642E687a9ac024788ff94419aA57c9,1394598672260422434816
0x6321286F9B73f427C72e1f9F1bC6b3d25eF06605,20310292323239078133760
0x33B954d02d03d56fE90D87c86eb464adE41564Ca,56760004197315519709184
0x08cA7278A60907ddfAE6f663f4cd3445fED9cB66,4015649409040714752
0x79B58d333e77c01256A2D14f63E18f398068Cbcb,27585138
0x5367a6d4F5991327Bb20466684790e394bE000dE,1676741
0x3D78d7dE894323fbBA341D7f31a19a555C43e3bF,43801472843882325
0x3B920A66f1d0Bd10f8845Fb24cca06044B6113bD,79931288858283194064
0xDAba6e01D15Db560b88C8F426b016801f79e1F69,6810635371228337052
