token_type,token_address,receiver,amount,id
erc20,0xe29797910d413281d2821d5d9a989262c8121cc2,0xddAAb647Bd7a3CFc77b3aB9592dc03929fCf29B9,1.682119008558342784,
erc20,0xe29797910d413281d2821d5d9a989262c8121cc2,0xb7bCEbD47E00cED9Caf7430A16EBFAc8Ec074380,0.000000000000278122,
erc20,0xe29797910d413281d2821d5d9a989262c8121cc2,0xC835bd6D29642E687a9ac024788ff94419aA57c9,6556.605544068002481428,
erc20,0xe29797910d413281d2821d5d9a989262c8121cc2,0x6321286F9B73f427C72e1f9F1bC6b3d25eF06605,202.549483629645032130,
erc20,0xe29797910d413281d2821d5d9a989262c8121cc2,0x33B954d02d03d56fE90D87c86eb464adE41564Ca,53691.932183092904591360,
erc20,0xe29797910d413281d2821d5d9a989262c8121cc2,0x08cA7278A60907ddfAE6f663f4cd3445fED9cB66,14576.989384849114529792,
erc20,0xe29797910d413281d2821d5d9a989262c8121cc2,0x79B58d333e77c01256A2D14f63E18f398068Cbcb,3.957555906365175296,
erc20,0xe29797910d413281d2821d5d9a989262c8121cc2,0x5367a6d4F5991327Bb20466684790e394bE000dE,0.251352319034652992,
erc20,0xe29797910d413281d2821d5d9a989262c8121cc2,0x3D78d7dE894323fbBA341D7f31a19a555C43e3bF,432.508381957403230208,
erc20,0xe29797910d413281d2821d5d9a989262c8121cc2,0x3B920A66f1d0Bd10f8845Fb24cca06044B6113bD,4533.523995168971685888,
